id,level,expression,reading,meaning_en,meaning_zh,tags,source_guid,source
jlpt-n2-0827,N2,洒落,しゃれ,"joke, pun, witticism",玩笑，俏皮话；双关语,JLPT JLPT_2,FiN|9?=c;o,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0828,N2,じゃんけん,じゃんけん,rock-scissors-paper game,猜拳（石头剪刀布）,JLPT JLPT_2,"r[@>bl*,N.",jamsinclair/open-anki-jlpt-decks
jlpt-n2-0829,N2,重～,じゅう～,heavy ~,重……（表示重叠、重复或程度深）,JLPT JLPT_2,"j{}Q,b8AUe",jamsinclair/open-anki-jlpt-decks
jlpt-n2-0830,N2,集会,しゅうかい,"meeting, assembly",集会,JLPT JLPT_2,FB%)C]f(i:,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0831,N2,住居,じゅうきょ,"dwelling, house, residence, address",住所，住宅,JLPT JLPT_2,dv!To}OFLp,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0832,N2,集金,しゅうきん,money collection,收款，集资,JLPT JLPT_2,vqI&vRYrZz,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0833,N2,集合,しゅうごう,"gathering, assembly",集合，聚集,JLPT JLPT_2,QQkx-.?$px,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0834,N2,習字,しゅうじ,penmanship,习字，练字,JLPT JLPT_2,DHN{BIzy9J,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0835,N2,修繕,しゅうぜん,"repair, mending",修缮，修理,JLPT JLPT_2,8Hn$K(/y&,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0836,N2,重体,じゅうたい,"serious condition, critical condition",病情危重，处于危险状态,JLPT JLPT_2,eGoKd/:^C0,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0837,N2,じゅうたん (カーペット),じゅうたん (カーペット),carpet,地毯,JLPT JLPT_2,wuSQ.Es4!<,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0838,N2,終点,しゅうてん,"terminus, last stop (e.g train)",终点站，终点,JLPT JLPT_2,yoA+}ku9{T,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0839,N2,重点,じゅうてん,"important point, lay stress on, emphasis",重点，要点；强调,JLPT JLPT_2,m03VNo)9t$,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0840,N2,就任,しゅうにん,"inauguration, assumption of office",就任，就职,JLPT JLPT_2,HtcOE.Q|y4,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0841,N2,周辺,しゅうへん,"circumference, peripheral",周围；周边地区,JLPT JLPT_2,hN?qSe;l/I,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0842,N2,重役,じゅうやく,"director, high executive",董事；高级管理人员,JLPT JLPT_2,nHZ3{$.oV6,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0843,N2,終了,しゅうりょう,"end, close, termination",结束；终止,JLPT_1 JLPT JLPT_2,bv?qBa-JLm,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0844,N2,重量,じゅうりょう,heavyweight,重量,JLPT JLPT_2,L@e.0E4LTG,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0845,N2,重力,じゅうりょく,gravity,重力,JLPT JLPT_2,p;B+5;@b>T,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0846,N2,熟語,じゅくご,"idiom, kanji compound",汉字复合词；惯用语,JLPT JLPT_2,JfoRe)yOPp,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0847,N2,祝日,しゅくじつ,national holiday,节日；法定假日,JLPT JLPT_2,k6tGq~h4+p,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0848,N2,縮小,しゅくしょう,"reduction, curtailment",缩小；缩减,JLPT JLPT_2,A;W|R`P$FY,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0849,N2,受験,じゅけん,taking an examination,应试；报考,JLPT JLPT_2,h]:z)|nWsb,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0850,N2,主語,しゅご,(gram) subject,主语,JLPT JLPT_2,E2f>S=Qsi$,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0851,N2,主人,しゅじん,(one's own) husband,丈夫（自己或他人的丈夫）；东家；主人,JLPT JLPT_2 Intermediate_Japanese_Ln.9 Intermediate_Japanese,y0Vh0}pH&D,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0852,N2,出勤,しゅっきん,"going to work, at work",上班；出勤,JLPT JLPT_2,j_B5AK}^J!,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0853,N2,述語,じゅつご,predicate,谓语,JLPT JLPT_2,"rBV;MM,_Ui",jamsinclair/open-anki-jlpt-decks
jlpt-n2-0854,N2,出張,しゅっちょう,"official tour, business trip",出差,JLPT Intermediate_Japanese Genki_Ln.19 JLPT_2 Intermediate_Japanese_Ln.10 Genki,QbLl4<fBGE,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0855,N2,寿命,じゅみょう,life span,寿命,JLPT JLPT_2,ip@RR(6Q)w,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0856,N2,主役,しゅやく,leading part,主角；主要角色,JLPT JLPT_2,AAvA2F|qmF,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0857,N2,受話器,じゅわき,(telephone) receiver,电话听筒,JLPT JLPT_2,jRLR$b=wEf,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0858,N2,循環,じゅんかん,"circulation, rotation, cycle",循环,JLPT JLPT_2,z/Jjqic)yW,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0859,N2,巡査,じゅんさ,policeman,巡警；警察,JLPT JLPT_2,mWfGm:/O]=,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0860,N2,順々,じゅんじゅん,"in order, in turn",依次；按顺序；逐一,JLPT JLPT_2,lO7^4=~T>J,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0861,N2,順序,じゅんじょ,"order, sequence, procedure",顺序；次序；步骤,JLPT JLPT_2,q=^2QGGaA,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0862,N2,純情,じゅんじょう,pure heart,纯情；纯真,JLPT JLPT_2,C6E@oxfT>),jamsinclair/open-anki-jlpt-decks
jlpt-n2-0863,N2,純粋,じゅんすい,"pure, genuine, unmixed",纯粹；纯真；纯净,JLPT JLPT_2,x2gLnGo0Hy,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0864,N2,初～,しょ～,first ~,初～（前缀，表示第一、初次）,JLPT JLPT_2,Ni+{r7rs24,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0865,N2,諸～,しょ～,various ~,诸～（前缀，表示各种、诸多）,JLPT JLPT_2,Q5kl8(<^]h,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0866,N2,女～,じょ～,things done by women,女～（前缀，表示女性、与女性相关的）,JLPT JLPT_2,LhI(13lT>E,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0867,N2,省～,しょう～,economizing ~,省～（前缀，表示节省、省略）,JLPT JLPT_2,im>V5<%2Jx,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0868,N2,消化,しょうか,digestion,消化,JLPT JLPT_2,C#pz<pJ<eo,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0869,N2,小学生,しょうがくせい,elementary school pupil,小学生,JLPT JLPT_2,GKx{~(QY^<,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0870,N2,しょうがない,しょうがない,It is not worth ~,没办法；无可奈何,JLPT JLPT_2,H;w)!q6QIW,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0871,N2,将棋,しょうぎ,Japanese chess,将棋（日本象棋）,JLPT JLPT_2,o>-[BTOgMu,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0872,N2,蒸気,じょうき,"steam, vapor",蒸汽；水蒸气,JLPT JLPT_2,yr+:#u3w]#,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0873,N2,定規,じょうぎ,(measuring) ruler,尺子；规尺,JLPT JLPT_2,y8|>I<):Fb,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0874,N2,上級,じょうきゅう,"advanced level, high grade, senior",上级；高级,JLPT JLPT_2,E]<)eitS5v,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0875,N2,商業,しょうぎょう,"commerce, trade, business",商业,JLPT JLPT_2 Intermediate_Japanese_Ln.10 Intermediate_Japanese,tBxA`{EGUT,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0876,N2,消極的,しょうきょくてき,passive,消极的；被动的,JLPT JLPT_2,D7|$-Q)w)~,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0877,N2,賞金,しょうきん,"prize, monetary award",奖金,JLPT JLPT_2,h7834at`:k,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0878,N2,上下,じょうげ,"high and low, up and down",上下；升降,JLPT JLPT_2,o_^4=W.VM#,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0879,N2,障子,しょうじ,paper sliding door,纸拉门,JLPT JLPT_2,M[TE$UVbid,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0880,N2,商社,しょうしゃ,trading company,商社；贸易公司,JLPT JLPT_2,J/lSCUTs~[,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0881,N2,乗車,じょうしゃ,"taking a train, entraining",乘车（特指乘火车、电车等）,JLPT JLPT_2,Nw+J{<dSau,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0882,N2,上旬,じょうじゅん,first 10 days of month,上旬,JLPT JLPT_2,h))LgN=I.e,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0883,N2,小数,しょうすう,"fraction (part of), decimal",小数,JLPT JLPT_2,z:q}dc<I:s,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0884,N2,生ずる,しょうずる,"to cause, to arise, to be generated",产生；发生；引起,JLPT JLPT_2,"vg9e=r3Tl,",jamsinclair/open-anki-jlpt-decks
jlpt-n2-0885,N2,商店,しょうてん,"shop, business firm",商店,JLPT JLPT_2,glT|Kxp]>$,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0886,N2,焦点,しょうてん,"focus, point",焦点,JLPT JLPT_2,wHjNiqCz}x,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0887,N2,消毒,しょうどく,disinfection,消毒,JLPT JLPT_2,xo2iz}Ug@`,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0888,N2,勝敗,しょうはい,"victory or defeat, issue (of battle)",胜败；胜负,JLPT JLPT_2,BU<_6fBUh},jamsinclair/open-anki-jlpt-decks
jlpt-n2-0889,N2,蒸発,じょうはつ,evaporation; unexplained disappearance,蒸发；失踪（指人突然消失）,JLPT JLPT_2,lr6Aj]|}(-,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0890,N2,賞品,しょうひん,"prize, trophy",奖品,JLPT JLPT_2,M}I~*8Gv<&,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0891,N2,上品,じょうひん,"refined, elegant, well-mannered",高雅；文雅；上等,JLPT JLPT_2,M|bWva`I=w,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0892,N2,勝負,しょうぶ,"victory or defeat, game",胜负；比赛,JLPT JLPT_2,gj|IO4h=q;,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0893,N2,小便,しょうべん,"(col) urine, piss",小便（口语）,JLPT JLPT_2,"bK|,0ua1Dl",jamsinclair/open-anki-jlpt-decks
jlpt-n2-0894,N2,消防署,しょうぼうしょ,fire station,消防署,JLPT JLPT_2,FRL.hg2R`~,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0895,N2,正味,しょうみ,net (weight),净重；实际内容,JLPT JLPT_2,E)H$Zvk^B:,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0896,N2,正面,しょうめん,front,正面,JLPT JLPT_2,gfh>dfSUZU,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0897,N2,消耗,しょうもう,"exhaustion, consumption",消耗,JLPT JLPT_2,k}G5Ve])50,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0898,N2,省略,しょうりゃく,"omission, abbreviation, abridgment",省略,JLPT JLPT_2,jp1y&-#kyn,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0899,N2,初級,しょきゅう,elementary level,初级,JLPT JLPT_2,s5Nz5KFo?B,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0900,N2,助教授,じょきょうじゅ,assistant professor,副教授,JLPT JLPT_2,C@A-m!z]Kq,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0901,N2,食塩,しょくえん,table salt,食盐,JLPT JLPT_2,Hp0g>KLWj/,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0902,N2,職人,しょくにん,"artisan, craftsman",手艺工匠；工匠,JLPT JLPT_2,"tJH,8Q27Qt",jamsinclair/open-anki-jlpt-decks
jlpt-n2-0903,N2,職場,しょくば,workplace,工作场所；职场,JLPT JLPT_2,P&{;#KVmG&,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0904,N2,初旬,しょじゅん,first 10 days of the month,上旬（每月前10天）,JLPT JLPT_2,jZertmVDFe,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0905,N2,書籍,しょせき,"book, publication",书籍；图书,JLPT JLPT_2,Bf)uYlO=AT,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0906,N2,食器,しょっき,tableware,餐具,JLPT JLPT_2,iPV[H=Yj`[,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0907,N2,ショップ,ショップ,a shop,商店,JLPT JLPT_2,A=dH=_y-%Q,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0908,N2,書店,しょてん,bookshop,书店,JLPT JLPT_2,s4qIEN6Bk},jamsinclair/open-anki-jlpt-decks
jlpt-n2-0909,N2,書道,しょどう,calligraphy,书法,JLPT JLPT_2,f:%5][vkAc,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0910,N2,初歩,しょほ,"elements, rudiments",入门；基础,JLPT JLPT_2,wZ7G?ntb5},jamsinclair/open-anki-jlpt-decks
jlpt-n2-0911,N2,白髪,しらが,"white or grey hair, trendy hair bleaching",白发；白头发,JLPT JLPT_2,uxCiljm@9n,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0912,N2,シリーズ,シリーズ,series,系列,JLPT JLPT_2,DA5W7`%j#(,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0913,N2,知り合い,しりあい,acquaintance,熟人；相识的人,JLPT JLPT_2,eY^k(4N>1-,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0914,N2,私立,しりつ,private (establishment),私立（学校、机构等）,JLPT_2 JLPT Intermediate_Japanese_Ln.7 Intermediate_Japanese,brR|}=<!Bd,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0915,N2,資料,しりょう,"materials, data",资料；材料,JLPT JLPT_2,C&tPzTV2wQ,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0916,N2,汁,しる,"juice, soup",汤汁；汁水,JLPT JLPT_2,y647aHlaUn,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0917,N2,素人,しろうと,"layman, amateur, novice",外行；业余爱好者；新手,JLPT JLPT_2 Intermediate_Japanese_Ln.12 Intermediate_Japanese,dWPWBG[+:j,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0918,N2,しわ (かおの～),しわ (かおの～),"wrinkles, creases",皱纹；褶子（脸上）,JLPT JLPT_2,Jk5.8cDx8n,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0919,N2,芯,しん,"core, heart, wick",芯；核心；灯芯；笔芯,JLPT JLPT_2,B=cR}zPm:},jamsinclair/open-anki-jlpt-decks
jlpt-n2-0920,N2,新幹線,しんかんせん,"Shinkansen, ""Bullet Train""",新干线（高速列车）,JLPT Intermediate_Japanese JLPT_2 Genki_Ln.9 Intermediate_Japanese_Ln.10 Genki,pM-.4/Ue$w,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0921,N2,真空,しんくう,vacuum,真空,JLPT JLPT_2,tIYBRvP|M5,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0922,N2,人事,じんじ,"human resources, personnel management",人事；人事管理,JLPT JLPT_2,J+x/%Fy483,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0923,N2,心身,しんしん,mind and body,身心,JLPT JLPT_2,H#/ONp0lez,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0924,N2,信ずる,しんずる,to believe,相信；信任,JLPT JLPT_2,BQ&<yiF@u2,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0925,N2,申請,しんせい,"application, request, petition",申请；请求,JLPT JLPT_2,M*(J<<s/@8,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0926,N2,人造,じんぞう,"man-made, synthetic, artificial",人造；人工；合成,JLPT JLPT_2,v2{nYsGU&z,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0927,N2,寝台,しんだい,bed,床；卧铺,JLPT JLPT_2,qO9j3@Hghp,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0928,N2,診断,しんだん,diagnosis,诊断,JLPT JLPT_2,g+wZt;=B>k,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0929,N2,侵入,しんにゅう,"invasion, raid, trespass",侵入；入侵,JLPT JLPT_2,H1b.p!HN7#,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0930,N2,人文科学,じんぶんかがく,"social sciences, humanities",人文科学,JLPT JLPT_2,g+ud_9CPby,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0931,N2,人命,じんめい,(human) life,人命,JLPT JLPT_2,Q6U(4ZXO=G,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0932,N2,深夜,しんや,late at night,深夜,JLPT JLPT_2,"u,9r~:<(rE",jamsinclair/open-anki-jlpt-decks
jlpt-n2-0933,N2,森林,しんりん,"forest, woods",森林,JLPT JLPT_2,BVfTI:K.BL,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0934,N2,親類,しんるい,relative(s) (same as 親戚 (しんせき)),亲戚；亲属,JLPT Intermediate_Japanese JLPT_2 Intermediate_Japanese_Ln.8 Intermediate_Japanese_Ln.9,lfd[d~BlbI,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0935,N2,針路,しんろ,"course, direction",航向；方向；方针,JLPT JLPT_2,xt6+*3Xb17,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0936,N2,神話,しんわ,"myth, legend",神话,JLPT JLPT_2,gbqw2%E-oa,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0937,N2,酢,す,vinegar,醋,JLPT JLPT_2,S|>MWw8{x,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0938,N2,水産,すいさん,"marine products, fisheries",水产,JLPT JLPT_2,c#54iPiGrb,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0939,N2,炊事,すいじ,cooking,烹饪；做饭,JLPT JLPT_2,"xKch,yK?.P",jamsinclair/open-anki-jlpt-decks
jlpt-n2-0940,N2,水蒸気,すいじょうき,"water vapor, steam",水蒸气,JLPT JLPT_2,k8jAO*|}~5,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0941,N2,水素,すいそ,hydrogen,氢,JLPT JLPT_2,i73L7}gO>6,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0942,N2,垂直,すいちょく,"vertical, perpendicular",垂直,JLPT JLPT_2,G8}j61|h6T,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0943,N2,推定,すいてい,"presumption, assumption, estimation",推定；推断,JLPT JLPT_2,jp6vOFS{a6,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0944,N2,水滴,すいてき,drop of water,水滴；水珠,JLPT JLPT_2,y}Hrc9&%7j,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0945,N2,水筒,すいとう,"canteen, flask, water bottle",水壶；水瓶（便携式）,JLPT JLPT_2,mJ90J(~1k%,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0946,N2,随筆,ずいひつ,"essays, miscellaneous writings",随笔；散文,JLPT JLPT_2,h4p6ekF;42,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0947,N2,水分,すいぶん,moisture,水分,JLPT JLPT_2,qq@<XjC)__,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0948,N2,水平,すいへい,"level, horizontal",水平；水平面,JLPT JLPT_2,Kn`n)IG{Ta,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0949,N2,水平線,すいへいせん,horizon,水平线；地平线,JLPT JLPT_2,Ej.liCGYdk,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0950,N2,水面,すいめん,water's surface,水面,JLPT JLPT_2,iZ{|=]VK5.,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0951,N2,水曜,すいよう,Wednesday,星期三,JLPT JLPT_2,qI=LNhp+4=,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0952,N2,図々しい,ずうずうしい,"impudent, shameless",厚脸皮；无耻；毫不客气,JLPT JLPT_2,"w{41{qX1P,",jamsinclair/open-anki-jlpt-decks
jlpt-n2-0953,N2,ずうっと,ずうっと,"all the time, all the way",一直；……得多（强调比较）,JLPT JLPT_2,xL3QlTnk>6,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0954,N2,末っ子,すえっこ,youngest child,最小的孩子；老幺,JLPT JLPT_2,q2H?txJ(gz,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0955,N2,スカーフ,スカーフ,scarf,围巾；方巾,JLPT JLPT_2,QEu2m9Dj{V,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0956,N2,図鑑,ずかん,picture book,图鉴,JLPT JLPT_2,"i,){||O+QG",jamsinclair/open-anki-jlpt-decks
jlpt-n2-0957,N2,隙,すき,"unguarded moment, chance",空隙；疏忽；可乘之机,JLPT JLPT_2,FIQY`SsGB6,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0958,N2,杉,すぎ,Japanese cedar,杉树；柳杉,JLPT JLPT_2,j[):R@cYZf,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0959,N2,好き嫌い,すききらい,"likes and dislikes, taste",好恶；挑剔（食物）,JLPT JLPT_2,E7nO8cj@J.,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0960,N2,好き好き,すきずき,matter of taste,各有所好；人各有所爱,JLPT JLPT_2,LjV{PzjM5W,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0961,N2,透き通る,すきとおる,to be(come) transparent,透明；清澈,JLPT JLPT_2,mdCfr_&Mjk,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0962,N2,隙間,すきま,"crack, gap, opening",缝隙；间隙,JLPT JLPT_2,"hLO,M-m.c?",jamsinclair/open-anki-jlpt-decks
jlpt-n2-0963,N2,スクール,スクール,school,学校,JLPT JLPT_2,cGFe.>Ak]k,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0964,N2,少なくとも,すくなくとも,at least,至少,JLPT JLPT_2,I6Xp`pMQBV,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0965,N2,図形,ずけい,figure,图形,JLPT JLPT_2,q~#`u[+ICl,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0966,N2,鈴,すず,bell,铃；铃铛,JLPT JLPT_2,sPf>sM2#u,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0967,N2,涼む,すずむ,"to cool oneself, to cool off",乘凉；纳凉,JLPT JLPT_2,z:IPAXSnoW,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0968,N2,スタート,スタート,start,开始,JLPT JLPT_2,lWJWm$Sh_7,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0969,N2,スチュワーデス,スチュワーデス,stewardess,空姐,JLPT JLPT_2,z4fbmz3-}|,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0970,N2,すっきり,すっきり,"shapely, clear, neat",清爽；畅快；整洁,JLPT JLPT_2,u=7m1&|4_G,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0971,N2,ステージ,ステージ,stage; performance,舞台；阶段,JLPT JLPT_2,dC1~iTR.Y,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0972,N2,ストッキング,ストッキング,stockings,长筒袜；丝袜,JLPT JLPT_2,B5:XuLvrca,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0973,N2,ストップ,ストップ,stop,停止,JLPT JLPT_2,nVeh3~p35:,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0974,N2,素直,すなお,"obedient, meek, docile",坦率；温顺；纯真,JLPT JLPT_2,t*v$gPIE?7,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0975,N2,頭脳,ずのう,"head, brains, intellect",头脑；智力,JLPT JLPT_2,u_@7V}[&9>,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0976,N2,スピーカー,スピーカー,speaker,扬声器；喇叭,JLPT JLPT_2,ts:JB-[YU5,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0977,N2,図表,ずひょう,"chart, diagram, graph",图表,JLPT JLPT_2,i|<`t3f+@>,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0978,N2,スマート,スマート,"smart, stylish, slim",苗条；潇洒；时髦,JLPT JLPT_2,"L^]Yw(t($,",jamsinclair/open-anki-jlpt-decks
jlpt-n2-0979,N2,住まい,すまい,"dwelling, house",住处；住所,JLPT JLPT_2,D9Irez.shi,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0980,N2,すまない,すまない,sorry (phrase),对不起；抱歉,JLPT JLPT_2,jcLXE?s?-j,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0981,N2,相撲,すもう,sumo wrestling,相扑,JLPT_2 JLPT Intermediate_Japanese_Ln.7 Intermediate_Japanese,td=~dzQi/B,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0982,N2,スライド,スライド,slide,幻灯片；滑动,JLPT JLPT_2,Cslvy][TeB,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0983,N2,ずらす,ずらす,"to put off, to delay",挪动，错开；推迟,JLPT JLPT_2,gJl7<m:4pb,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0984,N2,ずらり,ずらり,"in a line, in a row",成排地，一长排地,JLPT JLPT_2,AgA!P|w]$E,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0985,N2,スリッパ,スリッパ,slippers,拖鞋,JLPT JLPT_2,JKtWp2C{b`,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0986,N2,する,する,to print,印刷,JLPT JLPT_2,b`9v+PM9Iw,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0987,N2,狡い,ずるい,"sly, cunning",狡猾的，奸诈的,JLPT JLPT_2,Sm-F;a3H,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0988,N2,寸法,すんぽう,"measurement, size, dimension",尺寸，大小,JLPT JLPT_2,A^SC?nUAcd,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0989,N2,姓,せい,"surname, family name",姓，姓氏,JLPT JLPT_2,"sO,Mg|Q.hG",jamsinclair/open-anki-jlpt-decks
jlpt-n2-0990,N2,税関,ぜいかん,customs,海关,JLPT JLPT_2,Hdo?H|g?N-,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0991,N2,製作,せいさく,"manufacture, production",制造；制作（物品）,JLPT JLPT_2,"Hd33,!(oye",jamsinclair/open-anki-jlpt-decks
jlpt-n2-0992,N2,制作,せいさく,"work (e.g., film, book)",创作；制作（艺术作品等）,JLPT JLPT_2,pSg&--.6FI,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0993,N2,性質,せいしつ,"nature, property, disposition",性质，特性；性格,JLPT JLPT_2,E(70}4c-m*,jamsinclair/open-anki-jlpt-decks
jlpt-n2-0994,N2,清書,せいしょ,clean copy,誊清，誊写,JLPT JLPT_2,GSG&]QQ!7S,jamsinclair/open-anki-jlpt-decks
